SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,NR_ZONA,IDADE_EST_MED,ELEITORES,FEMININO,MASCULINO,NR_TURNO,ALVARO FERNANDES DIAS,BENEVENUTO DACIOLO FONSECA DOS SANTOS,CIRO FERREIRA GOMES,FERNANDO HADDAD,GERALDO JOSÉ RODRIGUES ALCKMIN FILHO,GUILHERME CASTRO BOULOS,HENRIQUE DE CAMPOS MEIRELLES,JAIR MESSIAS BOLSONARO,JOÃO DIONISIO FILGUEIRA BARRETO AMOEDO,JOÃO VICENTE FONTELLA GOULART,JOSE MARIA EYMAEL,MARIA OSMARINA MARINA DA SILVA VAZ DE LIMA,VERA LUCIA PEREIRA DA SILVA SALGADO,VOTO BRANCO,VOTO NULO
RS,84875,QUINZE DE NOVEMBRO,121,47.74152923538231,3335,1671,1664,1,31,9,215,556,144,4,75,1772,42,1,0,1,0,35,65
MA,7137,ANAJATUBA,109,40.64383305259218,16029,8319,7710,1,20,41,743,9911,60,33,272,1710,7,0,3,48,8,219,612
MG,51217,RITÁPOLIS,232,46.55849306014541,4539,2308,2231,1,16,12,629,725,455,26,27,1008,53,2,0,14,2,133,462
PR,79596,GRANDES RIOS,136,44.74412331406551,5190,2527,2658,1,168,3,182,923,183,10,36,1991,43,1,1,20,1,72,197
MG,44610,DORES DE GUANHÃES,121,44.323202224870876,5034,2434,2596,2,0,0,0,1890,0,0,0,1059,0,0,0,0,0,72,451
MG,41653,BORDA DA MATA,227,46.950265499962605,13371,6661,6699,1,48,81,719,1502,764,37,48,5580,569,3,6,35,5,325,747
MA,7340,BURITICUPU,95,38.50012637964445,35607,18402,17205,1,20,176,1545,19429,469,75,376,6902,238,8,4,73,10,263,1310
MG,40436,ALVARENGA,89,44.44896115627823,4428,2101,2323,2,0,0,0,1473,0,0,0,1422,0,0,0,0,0,59,241
PI,11770,RIBEIRO GONÇALVES,44,41.22326915198689,4882,2401,2481,1,3,30,486,2315,81,3,23,746,15,0,1,16,2,24,277
RS,89133,SEVERIANO DE ALMEIDA,20,47.47146619841967,3417,1676,1741,1,25,3,256,853,92,7,79,1343,88,0,0,5,0,106,101
PE,25070,PARNAMIRIM,78,42.801722691425695,17880,8891,8983,1,8,52,1371,10519,67,17,27,872,46,1,3,16,0,122,657
MA,7994,ICATU,31,37.92276304284465,17155,8849,8306,1,8,174,439,11499,138,56,177,1707,10,2,5,79,16,174,729
PE,23272,BARREIROS,42,40.77470027564677,30112,16175,13937,2,0,0,0,14345,0,0,0,6368,0,0,0,0,0,316,1642
BA,39900,SÍTIO DO QUINTO,51,44.70596177814707,9629,4886,4735,2,0,0,0,5595,0,0,0,890,0,0,0,0,0,50,299
AM,2674,NOVO ARIPUANÃ,29,41.06544629839624,12347,5968,6375,2,0,0,0,5923,0,0,0,1383,0,0,0,0,0,66,434
RS,85332,BARÃO DE COTEGIPE,148,45.44691747094741,5077,2481,2596,2,0,0,0,1528,0,0,0,2645,0,0,0,0,0,152,287
GO,92274,APARECIDA DE GOIÂNIA,145,40.79319227405802,105204,55996,49208,2,0,0,0,21798,0,0,0,56300,0,0,0,0,0,1479,4619
SP,70130,SANTA ADÉLIA,111,45.801104033970276,11775,5973,5801,2,0,0,0,1703,0,0,0,5649,0,0,0,0,0,253,853
RS,88072,PUTINGA,145,48.221713704551235,3933,1944,1989,2,0,0,0,551,0,0,0,2159,0,0,0,0,0,121,167
PR,76910,MARINGÁ,66,45.81817492060395,92259,50309,41950,2,0,0,0,14659,0,0,0,55902,0,0,0,0,0,1493,2972
SP,71196,SÃO SIMÃO,133,45.7316813869807,12228,6304,5920,1,55,40,973,898,952,52,88,4895,208,3,3,57,3,267,559
BA,30660,IUIU,175,42.98893120685551,8402,4068,4321,1,8,17,393,4588,80,9,12,796,15,1,1,10,0,77,324
MG,42021,DELTA,276,40.168745896257384,6092,2913,3173,1,6,47,233,1895,155,9,25,1647,142,1,3,20,0,115,310
MG,42404,SETUBINHA,165,42.0235017626322,8510,4360,4145,2,0,0,0,3501,0,0,0,725,0,0,0,0,0,57,889
RS,85936,CARLOS BARBOSA,152,44.60336248127929,20699,10560,10139,2,0,0,0,3458,0,0,0,13837,0,0,0,0,0,435,1010
RS,89290,TAQUARI,56,45.30759439966059,18856,9947,8909,1,73,59,1623,3740,840,54,145,8455,366,3,3,72,1,559,517
RS,98213,TEUTÔNIA,125,44.25575609344691,23714,12408,11306,1,131,108,1627,3801,1065,89,312,11129,930,5,4,89,6,516,895
MG,48330,MESQUITA,176,45.33012179603708,5501,2741,2757,2,0,0,0,1333,0,0,0,1795,0,0,0,0,0,91,379
SP,70599,SANTO ANTÔNIO DA ALEGRIA,202,44.255491787057196,5053,2554,2499,2,0,0,0,1382,0,0,0,2294,0,0,0,0,0,123,490
TO,73091,CAMPOS LINDOS,32,37.76696276696277,5291,2500,2791,1,5,36,281,2426,103,11,22,1143,15,0,5,34,0,45,352
MG,42790,CARMO DA MATA,197,44.864359586316624,10056,5027,5028,2,0,0,0,3137,0,0,0,3355,0,0,0,0,0,214,1064
MG,40886,URUCUIA,320,42.708947081287505,7332,3555,3777,2,0,0,0,3170,0,0,0,1341,0,0,0,0,0,54,442
CE,14079,IBIAPINA,73,42.305292282333546,16989,8865,8123,1,16,50,6381,3866,124,30,72,1609,20,1,1,24,1,266,744
SP,71935,TIMBURI,94,46.96028134050476,2417,1189,1228,1,15,2,77,257,378,3,16,819,57,1,1,11,1,44,155
RS,85600,VISTA ALEGRE,94,45.73363524083985,2429,1197,1232,2,0,0,0,1089,0,0,0,911,0,0,0,0,0,45,104
SP,68675,PINHALZINHO,136,47.091191417278374,10626,5381,5236,1,42,11,496,622,1176,16,57,4206,330,0,7,36,5,341,649
BA,39799,NORDESTINA,106,43.307573713624976,10379,5020,5350,2,0,0,0,5630,0,0,0,933,0,0,0,0,0,71,400
AP,6122,VITÓRIA DO JARI,7,37.012849506578945,9728,4678,5050,1,7,364,391,4854,210,28,59,1528,10,0,2,48,4,44,209
PR,79898,VERA CRUZ DO OESTE,118,45.705628948879955,6965,3569,3388,1,222,14,284,1308,164,20,56,2825,149,1,0,31,0,94,296
CE,15792,URUOCA,25,41.15858059342422,9977,5059,4918,1,5,35,3787,3035,92,27,40,1049,15,0,2,17,2,179,386
MA,9199,SÃO JOÃO DOS PATOS,53,43.78289407756288,19958,10487,9468,1,17,33,1771,7469,235,56,336,2529,70,0,2,75,6,291,978
SE,32093,POÇO VERDE,22,42.38038395951372,18180,9441,8739,2,0,0,0,10479,0,0,0,2233,0,0,0,0,0,233,1247
RS,86878,GUAPORÉ,22,44.288813174332766,17611,9262,8349,1,132,65,1086,1878,548,40,293,10120,525,4,2,48,2,516,476
TO,73571,PUGMIL,7,41.456635318704286,1914,919,995,2,0,0,0,572,0,0,0,641,0,0,0,0,0,7,96
GO,96750,DOVERLÂNDIA,6,44.63509655751469,5955,2868,3087,1,16,21,285,1833,179,11,192,1813,46,0,6,24,0,79,280
GO,92126,COLINAS DO SUL,143,42.68214055448098,3102,1482,1620,1,5,17,230,1205,77,6,23,531,9,1,1,15,1,34,149
SC,83275,SÃO JOSÉ,84,42.293520238560816,81824,43451,38373,2,0,0,0,17413,0,0,0,45985,0,0,0,0,0,1701,4519
GO,93670,GOIANÁPOLIS,3,42.0442339615272,10241,5224,5017,1,22,78,260,1326,302,14,171,5298,58,0,2,33,1,155,363
RS,86754,SÃO VICENTE DO SUL,69,46.59653398321148,7386,3718,3668,1,47,31,553,1812,319,14,85,2214,55,0,4,29,1,232,147
RS,86720,GARRUCHOS,141,46.63293051359516,2648,1282,1366,2,0,0,0,1157,0,0,0,700,0,0,0,0,0,55,88
PR,74993,CENTENÁRIO DO SUL,159,44.457719070645126,8479,4353,4126,2,0,0,0,3658,0,0,0,2884,0,0,0,0,0,86,361
MT,90050,ALTO ARAGUAIA,8,43.26907894736842,12160,6198,5961,1,30,75,661,1842,282,32,57,4538,205,2,3,48,4,174,615
SP,67792,OLÍMPIA,80,45.894320807491184,41115,21353,19709,1,112,144,1881,3364,2854,103,195,17645,1116,5,9,145,13,1039,1494
RS,89117,SERTÃO,70,47.4236713952996,4723,2404,2319,1,61,8,282,989,173,10,96,2275,113,2,1,13,2,110,113
SP,70572,SANTO ANDRÉ,264,48.31225866939712,81061,43114,37874,1,469,506,7810,7785,4017,467,543,31686,3810,19,41,593,26,1344,4038
MG,52116,SANTO HIPÓLITO,95,44.596005606166784,2854,1431,1423,2,0,0,0,1141,0,0,0,460,0,0,0,0,0,26,278
CE,15679,TAUÁ,19,44.2438853642529,45714,23942,21745,2,0,0,0,21691,0,0,0,7921,0,0,0,0,0,477,2035
SC,80446,SUL BRASIL,83,44.72428330522766,2372,1123,1249,1,68,11,80,849,164,3,34,737,40,0,1,5,0,36,61
SC,81710,JACINTO MACHADO,42,45.21220100943603,9114,4537,4577,2,0,0,0,1336,0,0,0,5613,0,0,0,0,0,186,320
SP,62790,CAIABU,167,45.85248447204969,3220,1582,1638,1,15,9,171,801,391,9,27,1047,40,0,3,4,0,88,135
TO,93238,CRISTALÂNDIA,13,43.761967336211754,5327,2598,2729,2,0,0,0,1903,0,0,0,1681,0,0,0,0,0,38,177
PA,4685,QUATIPURU,33,41.446037816018695,9414,4671,4743,1,14,56,681,4110,469,24,144,1246,33,0,1,69,1,95,294
RN,17876,PAU DOS FERROS,40,42.763849596214186,19443,10529,8914,2,0,0,0,11447,0,0,0,3497,0,0,0,0,0,164,700
MA,9539,VITORINO FREIRE,49,43.72145392240852,24513,12668,11837,2,0,0,0,12628,0,0,0,3722,0,0,0,0,0,160,546
RS,86070,CIRÍACO,138,47.14983443708609,3624,1786,1838,2,0,0,0,1084,0,0,0,1733,0,0,0,0,0,130,193
MG,48771,MURIAÉ,187,45.95602974458455,77325,41216,35969,1,175,923,5896,15371,1736,182,409,28717,1169,15,16,318,21,1411,4638
MG,48631,MONTE SANTO DE MINAS,182,46.35649913344887,17310,8705,8596,1,64,49,1232,2216,932,33,82,5543,711,2,2,65,4,555,994
PE,23655,CALÇADO,94,40.42024683643181,6401,3333,3068,1,2,22,732,3480,61,6,28,514,11,1,3,8,4,96,500
TO,73415,RIO DOS BOIS,28,41.48040109389243,2194,1019,1175,2,0,0,0,945,0,0,0,544,0,0,0,0,0,16,72
PR,74276,ARAPONGAS,61,43.83171554632754,77060,41070,35990,1,3810,313,3219,5147,2255,145,566,43484,1233,8,12,329,6,1672,3760
BA,36730,JUSSIAPE,101,47.12359550561798,6675,3433,3237,1,5,19,288,3082,89,6,10,801,22,1,2,14,2,123,492
BA,37150,MARAÚ,78,43.61170377241806,12936,6156,6780,2,0,0,0,6695,0,0,0,1436,0,0,0,0,0,123,554
SP,63533,CORONEL MACEDO,236,45.176726481783575,3678,1825,1853,1,26,28,129,1083,502,4,30,1026,48,1,1,10,0,126,139
SC,83275,SÃO JOSÉ,84,42.293520238560816,81824,43451,38373,1,872,632,7529,7279,2081,864,836,39917,3392,17,24,845,60,2000,3805
PE,25976,ITAMBÉ,27,40.73748590266331,23055,12052,11003,2,0,0,0,12957,0,0,0,4758,0,0,0,0,0,246,1080
RJ,58998,SÃO JOÃO DA BARRA,37,43.28279386712095,32872,17344,15528,1,137,379,3298,4454,1234,139,211,13521,223,6,19,287,5,983,2808
SP,68756,PIRACICABA,270,44.836431722077684,142602,74803,67517,2,0,0,0,22044,0,0,0,76724,0,0,0,0,0,3307,9550
SP,71676,TAMBAÚ,116,43.78883187845672,15007,7755,7252,2,0,0,0,3148,0,0,0,7596,0,0,0,0,0,425,1397
RJ,58475,MACAÉ,254,40.736700908625195,74179,38686,35434,2,0,0,0,16264,0,0,0,30968,0,0,0,0,0,1592,5000
GO,95575,PORTELÂNDIA,21,44.50114566284779,3055,1503,1552,2,0,0,0,1131,0,0,0,1050,0,0,0,0,0,45,218
MG,42099,CAMANDUCAIA,58,44.58419982573337,17215,8519,8688,2,0,0,0,3403,0,0,0,7870,0,0,0,0,0,451,1291
SC,80284,SERRA ALTA,83,45.257246376811594,2761,1370,1391,2,0,0,0,806,0,0,0,1353,0,0,0,0,0,57,114
MG,51438,SANTA BÁRBARA,245,43.484113279226385,23164,11996,11120,1,78,143,2367,5926,681,98,190,5916,926,5,2,178,19,595,1612
RS,88781,VESPASIANO CORRÊA,67,49.7351724137931,2175,1034,1141,1,27,0,30,119,146,4,83,1305,28,1,1,3,0,63,37
MG,48496,MONJOLOS,101,44.71908660060319,2321,1106,1210,2,0,0,0,813,0,0,0,519,0,0,0,0,0,29,161
RN,18775,TANGARÁ,53,41.73552550163529,11313,5858,5455,1,17,56,1523,3902,197,16,26,2200,45,4,5,26,2,243,641
PE,23086,VERTENTE DO LÉRIO,34,42.7151339409003,7242,3800,3442,1,4,36,749,3464,85,11,51,768,5,0,2,14,1,261,604
SE,31798,MARUIM,14,40.435633030526226,12220,6363,5857,2,0,0,0,6999,0,0,0,1860,0,0,0,0,0,151,942
RS,88250,RONDA ALTA,146,46.25769991523029,7078,3692,3386,2,0,0,0,3002,0,0,0,2795,0,0,0,0,0,148,251
TO,92193,ANANÁS,12,41.37238372093023,6880,3476,3404,1,8,19,378,2854,129,20,46,1734,13,0,1,37,3,59,523
RS,86347,BARÃO DO TRIUNFO,50,43.06785714285714,4200,1946,2254,1,18,11,256,870,675,4,218,1458,55,1,0,16,0,169,92
MG,43990,CÓRREGO NOVO,72,44.33290775614427,3133,1563,1570,1,2,11,112,1247,119,3,28,643,35,2,1,6,0,57,155
MG,41378,BICAS,42,48.103406640793445,11595,6048,5540,1,45,77,1453,1953,310,38,53,3609,295,4,2,70,4,186,616
RS,85952,CASCA,138,47.14608216301352,7619,3891,3728,2,0,0,0,1481,0,0,0,4279,0,0,0,0,0,206,359
SP,68713,PIQUETE,68,45.387728316745054,9143,4846,4297,2,0,0,0,1412,0,0,0,5482,0,0,0,0,0,212,670
RN,17418,MACAÍBA,5,41.22386441222539,49803,26453,23350,2,0,0,0,23473,0,0,0,13716,0,0,0,0,0,690,2687
BA,39438,UBAITABA,73,42.64239936631382,13887,7442,6445,1,12,269,780,5435,163,30,26,2638,21,4,4,70,4,133,789
MA,9091,SÃO BERNARDO,51,41.76126018778895,20981,10686,10291,1,12,60,695,10813,192,22,295,1931,18,0,0,44,2,165,842
RS,85553,CAÇAPAVA DO SUL,9,47.38652512627343,23362,12405,10957,2,0,0,0,8960,0,0,0,8113,0,0,0,0,0,990,1713
MA,9334,TASSO FRAGOSO,11,40.45820575627679,6532,3120,3412,2,0,0,0,3045,0,0,0,1333,0,0,0,0,0,28,229
SC,80632,CAMPO ALEGRE,30,44.972731146144014,9388,4614,4774,1,219,16,250,630,589,9,153,5081,167,1,2,26,3,210,347
MG,42099,CAMANDUCAIA,58,44.58419982573337,17215,8519,8688,1,32,42,704,2307,991,45,87,6611,608,10,2,62,1,624,930
SP,71498,SUMARÉ,230,43.537603105288696,72136,37282,34819,1,315,516,4698,8382,2746,243,412,32580,2039,10,50,382,33,1466,2916
RN,17094,JARDIM DE PIRANHAS,26,42.38224725648247,10297,5335,4962,1,16,6,2525,3891,62,15,54,1015,25,3,3,11,3,190,521
PR,74977,CATANDUVAS,166,44.23317640542786,7222,3630,3583,1,213,15,246,1529,210,7,98,2516,105,3,0,25,1,147,227
SP,66192,JUNDIAÍ,424,46.73001717448,78607,41746,36860,2,0,0,0,12275,0,0,0,43950,0,0,0,0,0,1512,5576
ES,56650,MANTENÓPOLIS,36,44.27092069279854,10970,5592,5375,2,0,0,0,2945,0,0,0,4304,0,0,0,0,0,117,369
BA,33154,ALCOBAÇA,112,44.852002116775445,17010,8409,8587,1,16,145,444,7445,178,24,43,2234,21,15,2,66,4,222,781
GO,96458,ACREÚNA,128,42.501461988304094,13680,6979,6701,2,0,0,0,4278,0,0,0,6063,0,0,0,0,0,149,606
SP,72010,TUPÃ,143,47.307560543414056,50791,26863,23813,2,0,0,0,6625,0,0,0,26574,0,0,0,0,0,879,2859
MS,91847,PARANHOS,1,42.0429486374482,7963,4201,3762,1,21,30,216,2343,763,26,66,1972,34,2,1,6,1,56,276
BA,37192,MASCOTE,133,44.796189632255206,9028,4543,4483,1,34,59,346,3792,114,15,18,1262,24,9,2,27,3,81,415
GO,94358,JAUPACI,79,44.99730976172175,2602,1310,1292,1,5,21,125,754,81,3,36,923,15,1,1,11,0,17,113
BA,34398,CARDEAL DA SILVA,144,41.51611133964075,7294,3650,3643,1,30,81,160,3949,64,18,14,344,0,1,0,15,2,111,455
MS,90557,CAARAPÓ,28,41.65430223441788,20409,10433,9976,1,97,177,814,4372,697,53,160,8323,128,1,2,82,7,272,564
PE,23795,CARPINA,20,41.10251096054205,50181,27633,22548,1,87,667,4992,15531,705,141,244,15742,381,8,6,412,8,1186,4820
BA,38555,SANTA CRUZ CABRÁLIA,121,41.050119199423406,18037,9525,8512,2,0,0,0,7788,0,0,0,5186,0,0,0,0,0,198,1029
MT,89990,PONTES E LACERDA,25,41.44253830213677,29437,15117,14320,2,0,0,0,4749,0,0,0,16121,0,0,0,0,0,324,789
CE,15440,SALITRE,38,40.9392576785306,13122,6573,6547,1,3,13,2369,6154,72,6,56,712,6,1,0,10,3,141,348
MG,48879,NATÉRCIA,159,47.408148677626876,4197,2038,2159,2,0,0,0,749,0,0,0,1938,0,0,0,0,0,131,445
SP,64777,GUARULHOS,176,42.3971055157646,121887,66665,55222,2,0,0,0,24410,0,0,0,69026,0,0,0,0,0,2596,11055
PI,11533,PARNAÍBA,3,41.63752237516203,97207,51970,45237,1,271,606,11349,32116,2607,255,696,24807,783,13,68,791,33,1717,4743
AM,2291,EIRUNEPÉ,11,40.95954731519384,20769,10220,10543,2,0,0,0,8836,0,0,0,3137,0,0,0,0,0,175,970
PE,25577,SÃO BENEDITO DO SUL,47,42.920154313771334,8555,4252,4303,2,0,0,0,4105,0,0,0,843,0,0,0,0,0,48,375
SP,71072,SÃO PAULO,5,52.85037831778694,124896,68994,55751,1,407,104,15302,6146,10077,646,648,47861,8892,25,15,1243,26,680,1589
BA,39519,URANDI,117,44.45326514555468,12710,6451,6258,1,12,40,453,6615,146,14,15,1217,38,1,4,8,1,156,586
PA,5630,VIGIA,8,42.588617400048925,36798,18599,18188,1,43,301,2399,14439,1308,254,632,6238,55,3,6,385,13,644,1341
RO,531,CASTANHEIRAS,15,42.15856443719413,3065,1473,1592,2,0,0,0,875,0,0,0,1250,0,0,0,0,0,29,97
GO,92894,CALDAS NOVAS,7,41.30914262356508,58714,30715,27999,2,0,0,0,11573,0,0,0,29977,0,0,0,0,0,775,2579
MS,90395,BATAYPORÃ,5,43.998478286316285,8544,4332,4212,2,0,0,0,2445,0,0,0,3073,0,0,0,0,0,95,465
BA,34835,CORONEL JOÃO SÁ,52,40.231390601928254,11513,5886,5627,2,0,0,0,8211,0,0,0,1130,0,0,0,0,0,77,365
PB,19860,SÃO FRANCISCO,63,44.80342112408363,3683,1827,1856,2,0,0,0,2286,0,0,0,608,0,0,0,0,0,27,145
PR,78018,QUITANDINHA,11,42.84535519125683,12810,6246,6564,1,717,38,459,2023,647,33,155,6007,110,1,1,51,3,397,661
RJ,60011,RIO DE JANEIRO,229,50.129531979528956,115871,64444,51294,2,0,0,0,32937,0,0,0,42579,0,0,0,0,0,1768,6998
PE,23752,CAPOEIRAS,130,43.84376378647507,15870,8136,7727,2,0,0,0,9205,0,0,0,1157,0,0,0,0,0,120,430
RS,88722,TABAÍ,56,45.185508035957504,3671,1813,1858,1,11,12,140,960,174,10,44,1555,22,0,1,10,0,114,98
RS,85774,CAMPO BOM,105,44.1300704117557,52264,27177,25087,1,245,248,3383,6145,1674,155,855,26292,1728,11,9,231,12,1127,1342
RJ,58653,NITERÓI,71,47.07511455114357,103230,57467,45763,1,439,873,20061,10203,1595,877,503,40818,3203,36,29,1446,72,1388,3172
MG,53619,TAPIRA,17,43.2859168241966,4232,1989,2243,1,13,3,205,597,208,8,12,1730,282,1,0,8,1,76,149
RN,17850,PATU,37,42.8376771833562,8748,4659,4089,1,18,38,1561,3795,69,5,42,1410,36,1,1,19,3,153,309
RN,17892,PEDRA GRANDE,52,39.559615384615384,3640,1830,1810,2,0,0,0,2056,0,0,0,516,0,0,0,0,0,37,173
GO,92169,MORRO AGUDO DE GOIÁS,77,44.30752688172043,2325,1141,1184,1,5,5,98,460,173,5,33,1078,14,1,0,3,0,39,105
PI,12556,VERA MENDES,57,43.058085808580856,3031,1530,1501,1,2,36,101,1942,31,0,21,188,1,0,0,7,0,88,224
RS,89540,PINTO BANDEIRA,8,47.605798355690176,2311,1136,1175,1,18,0,135,144,57,3,28,1392,61,0,0,7,0,58,78
RS,87017,IBIRUBÁ,121,46.10609943618657,15608,8201,7407,1,108,55,990,2535,626,43,271,8090,296,2,4,38,5,335,354
MG,41874,BURITIZEIRO,218,43.418476838523944,19107,9546,9552,1,35,186,709,5991,463,60,99,4284,194,6,0,87,7,393,1159
PE,25313,RECIFE,4,44.13286869196022,103167,57340,45827,1,249,1681,12466,29296,1565,695,744,29593,1289,18,56,1343,71,2676,7514
SC,81248,CAPÃO ALTO,104,46.090815273477816,2907,1336,1571,2,0,0,0,680,0,0,0,1427,0,0,0,0,0,60,109
RS,87491,MONTENEGRO,31,44.86643073597661,47189,24531,22658,2,0,0,0,10918,0,0,0,22518,0,0,0,0,0,1242,2457
SC,82554,PINHEIRO PRETO,47,43.54334600760456,2630,1320,1310,2,0,0,0,668,0,0,0,1429,0,0,0,0,0,49,127
BA,38377,RIO DO ANTÔNIO,93,45.453954399714995,11229,5578,5637,1,16,16,578,5430,117,8,9,867,32,3,0,9,3,112,583
CE,15113,PEDRA BRANCA,59,43.237366197630465,31485,16525,14960,2,0,0,0,21268,0,0,0,2474,0,0,0,0,0,245,1079
SP,66010,JANDIRA,304,41.161305894308946,78720,40486,38195,1,327,1067,6765,11727,6071,401,949,25499,2136,16,65,694,47,2464,4353
RS,86533,ESTRELA,21,45.880089971302255,25786,13442,12344,2,0,0,0,4327,0,0,0,14841,0,0,0,0,0,452,1143
MA,8540,SUCUPIRA DO RIACHÃO,53,42.49591598599767,4285,2072,2212,1,4,7,194,2033,36,8,95,235,5,0,0,6,1,54,250
GO,93971,IPAMERI,14,44.2440616966581,19450,9982,9468,1,63,92,1045,3615,920,48,267,7462,304,1,7,98,0,376,888
PB,19534,IGARACY,66,42.21015304217992,5359,2748,2611,1,26,27,548,2485,44,2,8,667,12,0,0,7,2,52,348
PE,23086,VERTENTE DO LÉRIO,34,42.7151339409003,7242,3800,3442,2,0,0,0,4628,0,0,0,944,0,0,0,0,0,92,298
GO,92215,ANÁPOLIS,144,42.429145268182495,93854,49808,44046,2,0,0,0,12463,0,0,0,55895,0,0,0,0,0,1147,3885
AC,1066,PORTO WALTER,4,35.485925925925926,6075,2864,3211,1,16,34,155,1576,612,12,349,1623,0,3,1,31,1,28,208
MA,7935,GRAJAÚ,15,38.467314578005116,39100,20209,18891,2,0,0,0,22150,0,0,0,9502,0,0,0,0,0,317,775
MG,51616,SANTA MARIA DO SALTO,144,45.73185253034119,4367,2108,2251,1,7,31,133,1372,178,6,17,777,28,0,0,10,2,43,303
MG,44997,EWBANK DA CÂMARA,250,44.231497632693745,4013,1976,2037,1,10,23,429,1391,66,7,12,939,28,0,0,11,0,86,147
PA,5274,SANTA CRUZ DO ARARI,2,41.3019748095164,6431,3304,3121,2,0,0,0,2590,0,0,0,821,0,0,0,0,0,30,252
MT,91634,TORIXORÉU,9,46.39876903142209,3087,1506,1581,2,0,0,0,1021,0,0,0,1200,0,0,0,0,0,27,100
RO,299,ROLIM DE MOURA,29,41.46020336147633,38258,19978,18280,2,0,0,0,6779,0,0,0,21429,0,0,0,0,0,539,1628
SP,71072,SÃO PAULO,371,40.82934552219856,192964,103595,89299,2,0,0,0,74270,0,0,0,56301,0,0,0,0,0,4686,20677
PR,76899,MARILUZ,86,44.233911652516305,8127,4135,3980,1,259,32,276,2218,229,9,78,2708,40,1,0,22,0,138,360
RN,16314,BENTO FERNANDES,62,40.602987777274784,4418,2202,2216,2,0,0,0,2940,0,0,0,553,0,0,0,0,0,34,152
MG,41378,BICAS,42,48.103406640793445,11595,6048,5540,2,0,0,0,3512,0,0,0,4066,0,0,0,0,0,151,902
GO,94595,MINEIROS,21,42.09411129384619,40739,20855,19884,2,0,0,0,11335,0,0,0,18443,0,0,0,0,0,515,2116
PR,76279,JABOTI,19,44.62352941176471,3910,1948,1962,1,247,3,160,672,119,8,68,1685,25,0,0,27,1,72,194
CE,14311,ITAPIÚNA,105,40.24684709250801,14670,7464,7206,1,9,80,3933,6061,94,32,67,1331,10,2,2,21,5,218,428
PR,77771,PONTA GROSSA,15,41.719906444322,88931,46737,42194,1,3745,769,7006,8710,3706,603,1389,41672,1699,20,33,800,31,2472,3345
MA,8494,PAÇO DO LUMIAR,93,39.791659382400155,62922,34449,28473,2,0,0,0,30503,0,0,0,18343,0,0,0,0,0,965,2132
MG,53473,SILVIANÓPOLIS,248,47.11092985318108,4905,2359,2540,2,0,0,0,915,0,0,0,2334,0,0,0,0,0,90,450
RS,84964,IBIRAPUITÃ,54,45.41456992393213,3418,1671,1747,1,9,7,269,961,162,4,69,1188,90,1,1,3,0,82,58
RJ,58653,NITERÓI,144,45.815307619641025,99509,55223,44286,1,381,1812,14874,13669,1554,796,659,37041,1405,32,26,1298,75,2355,5196
PR,79090,TAMBOARA,72,44.40519877675841,3924,2014,1910,2,0,0,0,1098,0,0,0,1902,0,0,0,0,0,49,217
BA,36706,JUCURUÇU,172,44.05289609247393,7960,3718,4239,2,0,0,0,3875,0,0,0,1190,0,0,0,0,0,71,281
MG,42463,URUANA DE MINAS,320,43.72300031123561,3213,1609,1604,2,0,0,0,1059,0,0,0,987,0,0,0,0,0,19,217
PE,25712,SÃO JOSÉ DO EGITO,68,43.91760194537972,21385,11621,9764,2,0,0,0,12970,0,0,0,3576,0,0,0,0,0,184,875
SP,64955,IBIÚNA,191,43.99564130287877,59192,29707,29480,1,306,385,2793,3630,9625,191,616,20551,1144,22,23,324,10,1959,3108
MG,49557,PASSA VINTE,6,46.08878281622912,2095,1000,1092,2,0,0,0,633,0,0,0,791,0,0,0,0,0,33,142
CE,13897,FORTALEZA,85,41.79456076722237,98436,53500,44905,1,164,1422,31955,14205,778,399,346,26787,411,12,27,469,30,1713,4401
MG,43850,COROMANDEL,96,45.9868197999661,23596,11801,11783,1,131,77,1549,3646,899,42,177,8904,690,3,3,88,6,502,1315
MA,9679,ARAME,104,41.30136728844618,21284,10277,11002,2,0,0,0,11202,0,0,0,3040,0,0,0,0,0,85,359
MG,53716,TEÓFILO OTONI,269,45.55454955690187,104153,56172,47904,2,0,0,0,28194,0,0,0,33970,0,0,0,0,0,1687,8338
SP,71951,TORRINHA,28,46.445666938331975,7362,3720,3630,1,36,23,385,494,499,9,55,3437,203,1,1,29,3,222,305
SP,66850,MARTINÓPOLIS,71,44.53543495134038,16749,8792,7957,1,90,106,893,1968,2097,28,110,7061,317,6,0,96,1,401,798
RN,18279,SANTANA DO MATOS,18,45.06315307057745,10911,5661,5250,2,0,0,0,6416,0,0,0,1493,0,0,0,0,0,130,585
SP,70157,SANTA ALBERTINA,427,47.66165718927701,4924,2487,2432,2,0,0,0,859,0,0,0,2454,0,0,0,0,0,83,349
SP,64670,GUARAREMA,319,43.8328973049292,24082,12215,11863,1,98,154,1117,1936,2127,81,191,10401,933,2,10,183,7,735,1180
SP,61239,ÁLVARES FLORENCE,147,47.9319075712881,4068,1954,2113,2,0,0,0,637,0,0,0,2008,0,0,0,0,0,75,278
RS,86622,CORONEL BARROS,23,47.65049751243781,2412,1208,1204,1,13,4,288,447,104,2,23,1118,17,1,2,4,0,39,25
